type,country,state,activity,sex,age,fatal,time,species,year,month
Unprovoked,iran,shatt-al-arab river,,m,13.0,Y,,,1948,8
Unprovoked,iran,shatt-al-arab river,swimming,m,15.0,N,,,1948,8
Unprovoked,usa,us virgin islands,swimming,m,46.0,Y,,,1948,7
Unprovoked,northern mariana islands,saipan,swimming,m,,N,,,1948,6
Unprovoked,kenya,coast province,,m,,Y,,,,
Unprovoked,australia,new south wales,swimming,m,16.0,Y,,,1948,2
Unprovoked,australia,new south wales,small watercraft,m,,N,,,1948,1
Unprovoked,new guinea,morobe province,fishing,m,,N,,,1948,
Unprovoked,australia,new south wales,fishing,m,9.0,N,evening,nurse,1947,12
Unprovoked,senegal,nan,fishing,m,,Y,morning,tiger,1947,12
Unprovoked,australia,new south wales,small watercraft,m,17.0,N,evening,,1947,11
Unprovoked,australia,new south wales,small watercraft,m,16.0,N,evening,,1947,11
Unprovoked,australia,new south wales,swimming,m,12.0,Y,afternoon,,1947,11
Unprovoked,australia,new south wales,swimming,m,13.0,N,afternoon,,1947,11
Unprovoked,australia,queensland,,m,78.0,Y,,,1947,11
Unprovoked,australia,northern territory,wading,m,,N,,,1947,10
Unprovoked,brazil,pernambuco,swimming,m,25.0,Y,,,1947,10
Unprovoked,usa,florida,swimming,m,20.0,Y,morning,,1947,8
Unprovoked,australia,northern territory,diving,m,,N,,,1947,7
Unprovoked,south africa,kwazulu-natal,swimming,m,20.0,N,morning,,1947,7
Unprovoked,usa,hawaii,fishing,m,35.0,N,morning,,1947,6
Unprovoked,kenya,coast province,swimming,m,,N,,,1947,5
Unprovoked,south africa,kwazulu-natal,swimming,m,21.0,N,afternoon,,1947,4
Unprovoked,south africa,kwazulu-natal,surfing/bodyboarding,m,14.0,N,evening,,1947,4
Unprovoked,australia,new south wales,surfing/bodyboarding,m,17.0,N,,,1947,4
Unprovoked,south africa,kwazulu-natal,wading,m,18.0,N,afternoon,,1947,3
Unprovoked,south africa,kwazulu-natal,swimming,m,22.0,N,afternoon,blacktip,1947,3
Unprovoked,brazil,rio de janeiro,wading,,,Y,,,1947,2
Unprovoked,south africa,kwazulu-natal,swimming,m,18.0,N,afternoon,,1947,1
Unprovoked,australia,south australia,swimming,m,23.0,N,,,1946,12
Unprovoked,australia,torres strait,diving,m,30.0,Y,,,1946,11
Unprovoked,marshall islands,kwajalein,fishing,m,,Y,,,1946,10
Unprovoked,australia,new south wales,swimming,m,15.0,N,,,1946,10
Unprovoked,israel,gaza,fishing,m,15.0,N,,,1946,8
Unprovoked,australia,queensland,swimming,m,30.0,Y,afternoon,,1946,8
Unprovoked,iran,khuzestan province,fishing,m,12.0,N,,,1946,7
Unprovoked,iran,khuzestan province,swimming,m,12.0,N,,,1946,7
Unprovoked,india,nan,wading,m,14.0,N,,,1946,6
Unprovoked,tanzania,dar-es-salaam,swimming,m,,N,,,1946,5
Unprovoked,australia,queensland,swimming,m,17.0,Y,afternoon,,1946,4
Unprovoked,south africa,kwazulu-natal,swimming,m,21.0,N,afternoon,,1946,2
Unprovoked,australia,western australia,wading,m,18.0,N,afternoon,great white,1946,2
Unprovoked,south africa,kwazulu-natal,swimming,m,18.0,N,morning,,1946,2
Unprovoked,south africa,kwazulu-natal,swimming,m,15.0,N,evening,,1946,1
Unprovoked,south africa,kwazulu-natal,swimming,m,,N,afternoon,,1946,1
Unprovoked,australia,queensland,,m,12.0,N,,,1946,1
Unprovoked,south africa,western cape province,swimming,m,18.0,N,afternoon,,1946,1
Unprovoked,australia,new south wales,swimming,f,14.0,Y,,,1946,1
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,24.0,N,morning,,1946,1
Unprovoked,persian gulf,"""head of the gulf""",adrift,f,,N,,,1946,
Unprovoked,hong kong,nan,wading,m,,Y,evening,,1945,9
Unprovoked,iran,shatt-al-arab river,swimming,m,13.0,N,,,1945,9
Unprovoked,iran,shatt-al-arab river,,m,,N,,,1945,8
Unprovoked,usa,north carolina,,,,Y,,,1945,8
Unprovoked,australia,queensland,swimming,m,,Y,afternoon,,1945,6
Unprovoked,usa,north carolina,swimming,m,,Y,,,1945,5
Unprovoked,south africa,kwazulu-natal,wading,m,37.0,N,afternoon,bull,1945,3
Unprovoked,israel,tel aviv,swimming,m,,N,,,1945,2
Unprovoked,jamaica,nan,diving,m,,N,,,1945,
Unprovoked,cuba,havana province,adrift,m,,Y,,,1945,
Unprovoked,panama,colon province,wading,f,,N,,,1945,
Unprovoked,iraq,basrah,swimming,m,15.0,N,afternoon,bull,1945,
Unprovoked,philippines,nan,,m,,N,,,1944,10
Unprovoked,usa,maryland,swimming,m,13.0,N,,,1944,9
Unprovoked,caribbean sea,nan,adrift,m,,Y,,,1944,9
Unprovoked,south africa,kwazulu-natal,swimming,m,19.0,Y,afternoon,,1944,8
Unprovoked,south africa,western cape province,swimming,m,17.0,Y,afternoon,great white,144,7
Unprovoked,usa,florida,wading,f,15.0,N,,spinner,1944,5
Unprovoked,samoa,nan,,,,N,,,1944,5
Unprovoked,panama,caribbean sea,adrift,m,,Y,,great white,1944,5
Unprovoked,nicaragua,lake nicaragua (fresh water),,,,Y,,bull,1944,4
Unprovoked,south africa,kwazulu-natal,swimming,m,18.0,N,evening,,1944,3
Unprovoked,south africa,kwazulu-natal,wading,m,23.0,Y,morning,,1944,3
Unprovoked,south africa,kwazulu-natal,swimming,m,16.0,N,evening,,1944,3
Unprovoked,south africa,western cape province,swimming,m,,N,afternoon,,1944,2
Unprovoked,india,nan,wading,m,12.0,Y,,,1944,2
Unprovoked,south africa,kwazulu-natal,surfing/bodyboarding,m,22.0,Y,afternoon,,1944,1
Unprovoked,australia,new south wales,surfing/bodyboarding,m,14.0,N,evening,,1944,1
Unprovoked,south africa,kwazulu-natal,swimming,m,26.0,Y,evening,,1944,1
Unprovoked,new guinea,pacific ocean,adrift,m,,Y,,,1944,
Unprovoked,south africa,kwazulu-natal,swimming,m,17.0,Y,morning,,1943,12
Unprovoked,south africa,eastern cape province,swimming,m,,N,,,1943,11
Unprovoked,panama,gulf of panama,adrift,m,20.0,Y,afternoon,great white,1943,9
Unprovoked,south africa,kwazulu-natal,swimming,m,31.0,Y,afternoon,,1943,3
Unprovoked,mexico,veracruz,swimming,,,Y,,,,
Unprovoked,solomon islands,nan,swimming,m,,N,,,1943,
Unprovoked,iraq,nan,swimming,m,22.0,N,,,1943,
Unprovoked,usa,hawaii,dive fishing,m,,N,,,,
Unprovoked,usa,hawaii,dive fishing,m,,N,,,,
Unprovoked,australia,new south wales,wading,f,15.0,Y,morning,bull,1942,12
Unprovoked,south africa,kwazulu-natal,swimming,m,38.0,N,,,1942,11
Unprovoked,south africa,western cape province,swimming,m,18.0,Y,afternoon,great white,1942,11
Unprovoked,australia,queensland,swimming,m,24.0,N,afternoon,tiger,1942,9
Unprovoked,usa,midway atoll,adrift,m,,N,,,1942,6
Unprovoked,nan,300 miles east of st. thomas (virgin islands),small watercraft,m,,N,,,1942,6
Unprovoked,australia,queensland,diving,m,,N,,,1942,5
Unprovoked,australia,new south wales,swimming,f,28.0,Y,afternoon,bull,1942,1
Unprovoked,philippines,camiguin island,adrift,m,,Y,,,,
Unprovoked,bahamas,cay sal bank,swimming,m,48.0,N,afternoon,,1942,
Unprovoked,panama,panama city,swimming,m,,Y,,,1942,
Unprovoked,australia,western australia,swimming,m,10.0,N,night,,1941,12
Unprovoked,caribbean sea,nan,,m,,Y,night,,1941,9
Unprovoked,usa,south carolina,swimming,m,20.0,N,,,1941,8
Unprovoked,,in convoy ob 274,,m,19.0,N,evening,,1941,1
Unprovoked,solomon islands,new georgia,swimming,m,,N,,,1941,
Unprovoked,iran,khuzestan province,wading,m,,Y,morning,,1941,
Unprovoked,iran,khuzestan province,,m,,Y,,,1941,
Unprovoked,iran,khuzestan province,,m,,N,,,1941,
Unprovoked,iran,khuzestan province,adrift,m,6.0,Y,,,1941,
Unprovoked,iran,khuzestan province,wading,m,,Y,,,1941,
Unprovoked,papua new guinea,nan,,m,14.0,N,,,1941,
Unprovoked,australia,new south wales,wading,m,23.0,Y,morning,,1940,12
Unprovoked,south africa,kwazulu-natal,swimming,m,17.0,Y,morning,,1940,12
Unprovoked,australia,queensland,fishing,m,,N,,,1940,12
Unprovoked,panama,panama bay (pacific ocean),wading,m,18.0,Y,,,1940,9
Unprovoked,usa,south carolina,wading,m,,N,,,1940,7
Unprovoked,usa,south carolina,wading,m,,N,,,1940,7
Unprovoked,usa,north carolina,fishing,m,,N,,,1940,6
Unprovoked,south africa,kwazulu-natal,swimming,m,25.0,Y,morning,great white,1940,3
Unprovoked,australia,new south wales,dive fishing,m,,N,,wobbegong,1940,3
Unprovoked,south africa,kwazulu-natal,swimming,m,17.0,Y,afternoon,great white,1940,2
Unprovoked,australia,new south wales,wading,m,55.0,Y,afternoon,,1940,2
Unprovoked,australia,queensland,diving,m,17.0,N,,,1940,1
Unprovoked,australia,new south wales,swimming,m,13.0,Y,morning,,1940,1
Unprovoked,australia,queensland,swimming,m,22.0,N,afternoon,,1940,1
Unprovoked,south africa,kwazulu-natal,swimming,m,18.0,Y,afternoon,,1940,1
Unprovoked,australia,queensland,diving,m,,N,,,1940,1
Unprovoked,new guinea,bwagaoia,,f,,Y,,,1940,
Unprovoked,papua new guinea,western papuan gulf,,,,N,,,1940,
Unprovoked,australia,queensland,swimming,m,20.0,Y,afternoon,,1939,12
Unprovoked,samoa,nan,fishing,m,,Y,,,1939,11
Unprovoked,australia,queensland,diving,m,27.0,N,,tiger,1939,10
Unprovoked,usa,hawaii,dive fishing,m,,N,,,1939,10
Unprovoked,australia,torres strait,diving,m,,N,,tiger,1939,9
Unprovoked,usa,virginia,adrift,m,,Y,,,1939,5
Unprovoked,papua new guinea,morobe province,diving,m,9.0,Y,,,1939,4
Unprovoked,papua new guinea,central province,diving,m,,Y,,,1939,3
Unprovoked,india,tamil nadu,wading,m,,Y,,,1939,2
Unprovoked,australia,new south wales,,m,,N,,,1939,1
Unprovoked,venezuela,carabobo,wading,m,,Y,,,1939,
Unprovoked,curacao,ascension bay,diving,m,,N,,tiger,1939,
Unprovoked,papua new guinea,"abau sub district, central province",swimming,m,,Y,,,1939,
Unprovoked,australia,new south wales,swimming,m,19.0,Y,,,1938,12
Unprovoked,china,north china,swimming,m,,Y,,,1938,8
Unprovoked,usa,south carolina,swimming,m,,N,,,1938,7
Unprovoked,australia,torres strait,diving,m,25.0,Y,,,1938,7
Unprovoked,nicaragua,lower san juan river,,,,Y,,bull,1938,6
Unprovoked,australia,new south wales,diving,m,,N,,,1938,6
Unprovoked,costa rica,nicoya peninsula,fishing,m,,Y,,,1938,5
Unprovoked,iraq,basrah city,swimming,m,,N,afternoon,bull,1938,5
Unprovoked,india,west bengal,wading,,,Y,,,1938,5
Unprovoked,fiji,viti levu,wading,m,,N,,,1938,3
Unprovoked,australia,northern territory,adrift,m,,N,,,1938,3
Unprovoked,australia,new south wales,small watercraft,m,,N,,,1938,1
Unprovoked,egypt,nan,diving,m,,Y,,,1938,1
Unprovoked,trinidad & tobago,trinidad,surfing/bodyboarding,m,50.0,N,,,1938,
Unprovoked,australia,torres strait,diving,m,17.0,N,,,1938,
Unprovoked,south africa,kwazulu-natal,swimming,m,,N,,,1938,
Unprovoked,australia,torres strait,diving,m,17.0,Y,,,1937,11
Unprovoked,australia,queensland,swimming,m,25.0,Y,evening,tiger,1937,10
Unprovoked,australia,queensland,swimming,m,18.0,Y,evening,tiger,1937,10
Unprovoked,australia,new south wales,swimming,m,16.0,N,,,1937,10
Unprovoked,australia,new south wales,small watercraft,m,,N,,,1937,10
Unprovoked,united kingdom,argyll,,m,,N,,,1937,9
Unprovoked,australia,torres strait,diving,m,38.0,N,morning,tiger,1937,8
Unprovoked,panama,colon province,swimming,m,21.0,Y,,,1937,8
Unprovoked,australia,northern territory,diving,m,,Y,,,1937,7
Unprovoked,greece,nan,,,,Y,,,1937,6
Unprovoked,usa,texas,swimming,m,14.0,Y,night,,1937,6
Unprovoked,australia,queensland,swimming,m,33.0,Y,night,,1937,5
Unprovoked,australia,new south wales,swimming,m,32.0,Y,afternoon,great white,1937,2
Unprovoked,australia,new south wales,adrift,m,,N,,,1937,2
Unprovoked,australia,torres strait,,m,,N,,,1937,
Unprovoked,usa,hawaii,diving,m,,N,,,1936,12
Unprovoked,australia,new south wales,swimming,m,15.0,Y,morning,,1936,12
Unprovoked,usa,hawaii,swimming,m,,N,,,1936,9
Unprovoked,australia,torres strait,diving,m,,N,,tiger,1936,8
Unprovoked,iceland,fishing grounds,adrift,m,,N,,,1936,8
Unprovoked,australia,torres strait,diving,m,,N,,,1936,8
Unprovoked,usa,massachusetts,swimming,m,16.0,Y,afternoon,great white,1936,7
Unprovoked,australia,torres strait,diving,m,,N,,,1936,7
Unprovoked,australia,torres strait,diving,m,16.0,Y,,tiger,1936,6
Unprovoked,usa,florida,swimming,m,,Y,,,1936,6
Unprovoked,australia,queensland,diving,m,16.0,N,morning,tiger,1936,4
Unprovoked,australia,queensland,diving,m,,N,,,,
Unprovoked,australia,torres strait,adrift,m,,N,,,1936,3
Unprovoked,australia,queensland,diving,m,,N,,,1936,3
Unprovoked,australia,queensland,,m,,N,,,1936,2
Unprovoked,australia,new south wales,swimming,m,14.0,Y,afternoon,great white,1936,2
Unprovoked,australia,south australia,swimming,m,13.0,Y,evening,great white,1936,1
Unprovoked,australia,victoria,swimming,m,,Y,,,1936,
Unprovoked,australia,torres strait,diving,m,20.0,N,,,1935,11
Unprovoked,usa,north carolina,swimming,m,38.0,Y,evening,,1935,9
Unprovoked,papua new guinea,central province,swimming,m,,Y,,,1935,9
Unprovoked,australia,queensland,adrift,m,38.0,Y,night,,1935,8
Unprovoked,australia,torres strait,diving,m,,Y,,,1935,8
Unprovoked,panama,nan,fishing,m,14.0,Y,,,1935,7
Unprovoked,croatia,adriatic sea,swimming,f,22.0,Y,afternoon,,1935,7
Unprovoked,usa,new jersey,fishing,m,31.0,N,,,1935,6
Unprovoked,solomon islands,makira-uluwa province,fishing,m,,Y,,,1935,6
Unprovoked,papua new guinea,northern (oro) province,,,,N,,,1935,6
Unprovoked,australia,torres strait,diving,m,,N,,,1935,5
Unprovoked,nan,nan,diving,f,,N,,,1935,4
Unprovoked,usa,california,,m,,N,,,1935,4
Unprovoked,australia,queensland,diving,m,,N,afternoon,,1935,3
Unprovoked,australia,torres strait,wading,m,,N,,tiger,1935,3
Unprovoked,australia,new south wales,surfing/bodyboarding,m,,N,,,1935,3
Unprovoked,australia,new south wales,swimming,m,27.0,Y,afternoon,great white,1935,3
Unprovoked,australia,new south wales,wading,m,22.0,Y,evening,great white,1935,3
Unprovoked,australia,new south wales,surfing/bodyboarding,m,20.0,N,evening,,1935,2
Unprovoked,australia,new south wales,fishing,m,,N,,tiger,1935,1
Unprovoked,australia,new south wales,,f,13.0,N,evening,tiger,1934,12
Unprovoked,australia,new south wales,swimming,m,19.0,Y,afternoon,,1934,12
Unprovoked,australia,new south wales,diving,m,14.0,Y,afternoon,,1934,12
Unprovoked,australia,new south wales,swimming,m,12.0,N,afternoon,,1934,10
Unprovoked,australia,northern territory,wading,f,38.0,Y,,,1934,10
Unprovoked,australia,torres strait,diving,m,,Y,,,1934,10
Unprovoked,australia,queensland,diving,m,,Y,,,1934,8
Unprovoked,croatia,adriatic sea,swimming,f,18.0,Y,,great white,1934,8
Unprovoked,usa,georgia,swimming,m,11.0,N,,,1934,8
Unprovoked,usa,florida,wading,m,8.0,Y,,,1934,6
Unprovoked,australia,queensland,surfing/bodyboarding,m,34.0,N,morning,,1934,4
Unprovoked,south africa,kwazulu-natal,swimming,m,,Y,afternoon,,1934,4
Unprovoked,south africa,kwazulu-natal,swimming,m,12.0,N,afternoon,,1934,4
Unprovoked,australia,new south wales,wading,m,15.0,Y,afternoon,,1934,4
Unprovoked,australia,new south wales,swimming,m,17.0,Y,afternoon,,1934,3
Unprovoked,australia,torres strait,,m,,N,afternoon,tiger,1934,2
Unprovoked,chile,elqui province,adrift,m,,Y,,,1934,2
Unprovoked,australia,new south wales,swimming,m,15.0,N,,,1934,1
Unprovoked,australia,new south wales,swimming,m,22.0,N,afternoon,,1934,1
Unprovoked,philippines,nan,diving,m,,N,,,1934,
Unprovoked,australia,torres strait,diving,m,,Y,,tiger,1933,11
Unprovoked,australia,queensland,diving,m,17.0,N,,tiger,1933,11
Unprovoked,australia,queensland,diving,m,,N,,,1933,10
Unprovoked,usa,south carolina,wading,m,,N,,,1933,8
Unprovoked,usa,connecticut,swimming,f,,N,,,1933,8
Unprovoked,usa,california,,m,50.0,N,,tiger,1933,7
Unprovoked,australia,western australia,diving,m,,N,,,1933,7
Unprovoked,usa,south carolina,wading,m,15.0,N,,lemon,1933,6
Unprovoked,usa,south carolina,wading,f,,N,,,1933,6
Unprovoked,australia,queensland,swimming,m,,N,,,1933,6
Unprovoked,usa,florida,swimming,m,24.0,Y,,tiger,1933,4
Unprovoked,australia,new south wales,wading,m,,N,,,1933,2
Unprovoked,australia,torres strait,diving,m,,N,,,1933,2
Unprovoked,australia,queensland,swimming,m,38.0,Y,evening,,1933,1
Unprovoked,australia,northern territory,,m,,N,,,1932,12
Unprovoked,australia,new south wales,swimming,m,24.0,N,morning,mako,1932,10
Unprovoked,cape verde,barlavento islands,swimming,m,27.0,Y,,,1932,10
Unprovoked,fiji,viti levu island,fishing,m,,N,,,1932,9
Unprovoked,australia,torres strait,diving,m,,N,,,1932,8
Unprovoked,fiji,yasawa islands,diving,f,,Y,,,1932,6
Unprovoked,australia,torres strait,diving,m,,Y,,,1932,5
Unprovoked,australia,torres strait,diving,m,,N,,,1932,5
Unprovoked,philippines,manila,wading,m,,Y,,,1932,4
Unprovoked,philippines,manila,wading,f,,Y,,,1932,4
Unprovoked,usa,hawaii,swimming,m,,N,,,1932,2
Unprovoked,australia,queensland,fishing,m,,N,,,1932,2
Unprovoked,philippines,manila,fishing,m,,Y,,,1932,2
Unprovoked,australia,queensland,swimming,m,,N,afternoon,,1932,1
Unprovoked,south africa,eastern cape province,fishing,m,23.0,N,evening,raggedtooth,1932,
Unprovoked,australia,torres strait,diving,m,45.0,N,,,1931,11
Unprovoked,jamaica,kingston parish,diving,m,,Y,afternoon,,1931,9
Unprovoked,usa,florida,swimming,m,,N,,,1931,9
Unprovoked,usa,florida,swimming,f,20.0,N,,hammerhead,1931,9
Unprovoked,cuba,havana province,swimming,m,18.0,Y,,,1931,8
Unprovoked,cuba,havana province,swimming,m,23.0,Y,,,1931,8
Unprovoked,cuba,havana province,swimming,m,,Y,,,1931,8
Unprovoked,usa,texas,swimming,m,,N,,,1931,8
Unprovoked,usa,new jersey,swimming,m,,N,,,1931,8
Unprovoked,australia,queensland,adrift,m,,Y,,,1931,8
Unprovoked,fiji,viti levu island,swimming,m,,N,,,1931,7
Unprovoked,usa,new jersey,swimming,m,,N,,,1931,7
Unprovoked,usa,hawaii,dive fishing,m,,N,,,1931,6
Unprovoked,usa,florida,dive fishing,m,,N,,,1931,6
Unprovoked,nan,french southern territories,adrift,m,,Y,,,1931,4
Unprovoked,australia,queensland,fishing,m,19.0,Y,,,1931,3
Unprovoked,australia,torres strait,,m,,N,,,1931,1
Unprovoked,australia,torres strait,diving,m,,N,,,1931,1
Unprovoked,australia,queensland,swimming,m,18.0,N,afternoon,,1931,1
Unprovoked,tonga,niua,swimming,m,,Y,,,1931,
Unprovoked,australia,new south wales,swimming,m,49.0,N,afternoon,,1930,12
Unprovoked,australia,new south wales,adrift,m,,Y,,,1930,12
Unprovoked,australia,new south wales,,m,,Y,,,1930,12
Unprovoked,australia,queensland,fishing,m,,N,,,1930,11
Unprovoked,honduras,black river,swimming,m,,Y,,,1930,9
Unprovoked,australia,western australia,fishing,m,17.0,N,afternoon,,1930,8
Unprovoked,spain,canary islands,swimming,m,38.0,N,,,1930,8
Unprovoked,usa,florida,swimming,m,,N,morning,,1930,8
Unprovoked,cuba,havana province,swimming,m,29.0,N,evening,,1930,7
Unprovoked,usa,florida,swimming,m,21.0,N,,tiger,1930,7
Unprovoked,australia,torres strait,,m,,Y,,,1930,6
Unprovoked,usa,texas,swimming,m,,N,evening,,1930,5
Unprovoked,usa,florida,diving,m,,N,,,1930,3
Unprovoked,australia,torres strait,diving,m,19.0,N,,,1930,2
Unprovoked,australia,victoria,diving,m,18.0,Y,afternoon,great white,1930,2
Unprovoked,south africa,western cape province,swimming,m,23.0,N,evening,great white,1930,1
Unprovoked,okinawa,nan,,m,17.0,N,,,1930,
Unprovoked,south africa,eastern cape province,swimming,m,,Y,,,1930,
Unprovoked,australia,new south wales,diving,m,16.0,Y,,tiger,1929,12
Unprovoked,australia,torres strait,diving,m,,N,,,1929,12
Unprovoked,australia,new south wales,wading,f,17.0,N,,,1929,12
Unprovoked,australia,torres strait,diving,m,,N,,,1929,12
Unprovoked,nan,nan,,m,20.0,Y,,,1929,12
Unprovoked,australia,queensland,,m,55.0,Y,,,1929,12
Unprovoked,cuba,cienfuegos province,fishing,m,,N,,,1929,11
Unprovoked,australia,torres strait,diving,m,,N,,,1929,10
Unprovoked,spain,valencia,fishing,m,,N,,,1929,10
Unprovoked,australia,queensland,adrift,m,42.0,Y,,,1929,9
Unprovoked,usa,south carolina,wading,m,,N,,,1929,8
Unprovoked,mexico,tamaulipas,swimming,m,,N,,,1929,7
Unprovoked,australia,torres strait,diving,m,,N,,,1929,5
Unprovoked,australia,queensland,diving,m,,N,,,1929,4
Unprovoked,australia,queensland,diving,m,,N,,,1929,4
Unprovoked,australia,torres strait,,m,,Y,,,1929,4
Unprovoked,australia,torres strait,swimming,m,,Y,,,1929,4
Unprovoked,usa,florida,swimming,m,26.0,N,afternoon,,1929,3
Unprovoked,australia,torres strait,wading,m,,Y,,,1929,3
Unprovoked,australia,south australia,,m,9.0,N,,,1929,3
Unprovoked,australia,south australia,,m,12.0,N,,,1929,3
Unprovoked,australia,new south wales,surfing/bodyboarding,m,20.0,Y,afternoon,,1929,2
Unprovoked,australia,new south wales,swimming,m,39.0,Y,afternoon,,1929,2
Unprovoked,australia,queensland,swimming,m,,Y,evening,,1929,1
Unprovoked,new zealand,north island,wading,f,,N,,,1929,1
Unprovoked,australia,new south wales,surfing/bodyboarding,m,14.0,Y,evening,,1929,1
Unprovoked,fiji,viti levu island,diving,m,,Y,,,1929,1
Unprovoked,australia,new south wales,,m,,N,,,1929,
Unprovoked,usa,florida,diving,m,27.0,N,,,1929,
Unprovoked,australia,nan,diving,m,,N,,,1928,12
Unprovoked,panama,gulf of panama,swimming,m,17.0,Y,morning,blacktip,1928,11
Unprovoked,usa,texas,fishing,m,,N,,,1928,9
